Total Backlinks,Domain Rating,URL Rating,Referring Domains,Referring Page URL,Referring Page Title,Internal Links Count,External Links Count,Link URL,TextPre,Link Anchor,TextPost,Type,Backlink Status,First Seen,Last Check,Day Lost,Language,Traffic (desc),Keywords,Js rendered,Linked Domains
4,1,8,4,http://www.pemsaa.uk/,Home - pemsaa,50,4,http://med.pdn.ac.lk/,,Faculty of Medicine Peradeniya,,Dofollow,,4/3/2021 21:23,8/18/2021 16:51,,en,0.09,2,,4
4,24,9,2,http://www.dahe.gov.bt/index.php/division/sssd-mandates/partner-universities-and-colleges,Department of Adult and Higher Education - Partner Universities and Colleges,33,161,http://www.pdn.ac.lk/,University of Peradeniya (,pdn.ac.lk,),Dofollow,,5/15/2020 20:41,8/15/2021 17:27,,en,0.08,9,,92
1,88,13,1,http://www14.plala.or.jp/gandamu/wforum/235.html,???????O,0,6047,http://www.pdn.ac.lk/alumni/discussions.php?display=1,used self-learning system data;success (from first page); http://en.aijia-ceramics.com/newEbiz1/EbizPortalFG/portal/html/MessageBoard.html Result: success;,http://www.pdn.ac.lk/alumni/discussions.php?display=1,Result: used self-learning system data;success (from first page); http://www.tain.org.uk/guestbook.asp?intent=post Result:,"Dofollow, Content",,1/20/2019 17:57,4/20/2020 9:18,,en,0.08,6,,1741
2,32,9,1,https://marinesavers.com/2019/05/chathu-story/,Chathu's Story - Marine Savers,41,19,https://www.pdn.ac.lk/,,University of Peradeniya,,"Dofollow, Content",,6/21/2020 19:18,8/16/2021 9:12,,en,0.08,4,,9
2,90,13,0,https://cmgds.marine.usgs.gov/data/srilanka05/team.html,Tsunamis and Earthquakes - 2005 Sri Lanka International Tsunami Survey Team - USGS PCMSC,18,15,http://www.pdn.ac.lk/,University of Peradeniya (,Sri Lanka,),Dofollow,,8/7/2020 19:54,6/27/2021 2:58,,,0.08,0,,9
1,84,12,0,https://community.acer.com/en/discussion/591986/screen-issues-with-aspire-s13-s5-371t,Screen issues with Aspire S13 S5-371T — Acer Community,167,20,https://sci.pdn.ac.lk/,,Lahiru,J Ekanayake,Nofollow,,10/23/2020 13:04,4/15/2021 18:50,,en,0.08,8,,11
2,6,6,0,https://countrywisecodes.com/sri-lanka/college-university-info/University-of-Peradeniya,"University-of-Peradeniya, Sri Lanka",128,16,http://www.pdn.ac.lk/,,http://www.pdn.ac.lk,,Dofollow,,11/11/2020 23:18,7/31/2021 7:00,,en,0.07,1,,14
3,83,19,6,https://familypedia.wikia.org/wiki/Sri_Lanka,Sri Lanka | Familypedia | Fandom,299,616,http://www.dlib.pdn.ac.lk:8080/jspui/bitstream/123456789/3125/1/D.P.M. Weerakkody - Modern Sri Lanka Studies Vol. II Nos. I & II - 1987.pdf,.,http://www.dlib.pdn.ac.lk:8080/jspui/bitstream/123456789/3125/1/D.P.M.%20Weerakkody%20-%20Modern%20Sri%20Lanka%20Studies%20Vol.%20II%20Nos.%20I%20%26%20II%20-%201987.pdf,,Nofollow,,5/26/2020 11:16,8/15/2021 21:32,,en,0.07,7,,199
4,91,18,9,https://ja.wikipedia.org/wiki/??????,?????? - Wikipedia,84,31,http://www.pdn.ac.lk/eng/ocm/pdf/EF502_Lecture_2.pdf,“,Irrigation Systems,"”. University of Peradeniya, Sri Lanka.",Nofollow,,6/27/2015 15:29,7/16/2021 6:09,,ja,0.07,1,,15
3,56,14,6,http://www.northsouth.edu/sipg/,South Asian Institute of Policy and Governance (SIPG) | North South University,50,14,https://www.pdn.ac.lk/,,,,"Dofollow, Image",,9/15/2020 15:15,8/17/2021 22:40,,en,0.07,18,,12
1,15,7,0,http://www.msidevs.net/top/Top1M240000.html,,0,17190,http://pdn.ac.lk/,booksite.com breakthroughbroker.com,pdn.ac.lk,aptransco.gov.in cloudtrax.com,"Dofollow, Content",,5/30/2020 2:50,8/8/2021 22:31,,,0.06,0,,10693
1,0,0,0,https://akugaknganu.blogspot.com/2021/04/unimas-faculty-of-engineering-faculty.html,"Unimas Faculty Of Engineering / Faculty of Engineering Mahidol University (Symbol) | 3D ... : Msc (biochemistry/physiology) by research in faculty of medicine and health sciences, universiti malaysia sarawak. - akugaknganu",117,37,http://eng.pdn.ac.lk/mathematics/otherpages/staff/staff_images/Mrchamila.jpg,,"????????? ????? ?? faculty of built environment, unimas (@ofunimas). UOP Faculty Of Engineering",,"Dofollow, Image",,5/9/2021 7:50,8/9/2021 16:24,,en,0.06,1,,29
333,1,9,4,http://www.pemsaaaustralasia.org/,PeMSAA Australasia – Peradeniya Medical School Alumni Association,48,10,http://med.pdn.ac.lk/,,"Faculty of Medicine, Peradeniya",,Dofollow,,12/18/2018 23:45,8/18/2021 20:12,,en,0.06,3,,8
3,56,9,0,http://www.nimbios.org/qb/qb_success,Success Stories: Quantitative Bioscience at UT,76,70,https://sci.pdn.ac.lk/maths/staff/contactRekha.php,,Kokum De Silva,", Ph.D. in Mathematics, 2015. Advisor: Suzanne Lenhart . Asst.","Dofollow, Content",,3/17/2021 21:39,8/18/2021 5:40,,,0.05,4,,42
2,74,23,40,https://www.rvc.ac.uk/about/our-people/julian-drewe,"Dr Julian Drewe - Our People - About - Royal Veterinary College, RVC",75,105,http://www.pdn.ac.lk/vet/index.html,"topics such as surveillance, risk analysis and outbreak investigation) at the",Faculty of Veterinary Medicine and Animal Science,"at the University of Peradeniya in Sri Lanka, and at the Southern",Dofollow,,10/11/2017 20:12,8/17/2021 22:24,,en,0.05,19,,39
3,69,13,3,https://www.inasp.info/about/partners?type=28,Our partners | INASP,23,71,https://www.pdn.ac.lk/,,University of Paradeniya,,Dofollow,,4/12/2021 18:41,8/18/2021 14:22,,en,0.05,3,,49
18,7,12,6,http://mncoe.sch.lk/,Mahaweli National College of Education,27,14,http://www.pdn.ac.lk/,,University of Peradeniya,,Dofollow,,4/16/2019 13:31,8/1/2021 11:24,,,0.05,2,,8
4,40,9,0,https://rainbowpages.lk/other/universities/university-of-peradeniya-2/,University of Peradeniya - Sri Lanka Telecom Rainbowpages,11,16,http://www.pdn.ac.lk/,,www.pdn.ac.lk,,Dofollow,,5/8/2020 19:37,7/19/2021 0:11,,en,0.05,12,,11
1,7,8,2,https://studyabroadaide.com/universities-sri-lanka-international-students/,Top 3 Universities in Sri Lanka for International Students - Study Abroad Aide,21,5,https://www.pdn.ac.lk/academics/scholarships.php,,Scholarships for International Students Page,,Dofollow,,10/23/2020 15:27,8/15/2021 5:41,,en,0.05,14,,3
3,12,8,1,https://www.alluniversity.info/sri-lanka/university-of-peradeniya/,University of Peradeniya in Sri Lanka,12,10,http://www.pdn.ac.lk/,,University of Peradeniya Website,,"Nofollow, Image",,2/12/2021 14:01,8/9/2021 22:43,,en,0.04,2,,5
2,61,11,1,https://lifeboat.com/ex/bios.william.grassie,Lifeboat Foundation Bios: Professor William Grassie,107,34,https://www.pdn.ac.lk/,"Previously, Billy was a Senior Fulbright Fellow at the",University of Peradeniya,", where he was teaching religion and science and comparative","Dofollow, Content",,1/14/2019 15:53,8/13/2021 16:57,,en,0.04,1,,14
2,87,12,0,http://www.music.mcgill.ca/~ich/classes/mumt621_18/networks.html,MUMT621: Networks,30,171,http://www.pdn.ac.lk/,,www.pdn.ac.lk,(Sri Lanka),Dofollow,,7/11/2019 2:01,8/16/2021 15:36,,,0.04,4,,72
4,0,0,0,https://addstore.lk/en/ads/58fa04148cd6f/Universities/University-of-Peradeniya,addstore Business Directory | University of Peradeniya,39,9,http://www.pdn.ac.lk/,,http://www.pdn.ac.lk,,Dofollow,,11/15/2020 8:17,8/12/2021 5:40,,en,0.04,14,,6
1,31,8,0,https://www.veriteresearch.org/advisors-and-associates/,Advisors & Associates | Verité Research | Verité Team,37,35,http://arts.pdn.ac.lk/econ/dnbg.html,,Dileni Gunewardena,,Dofollow,,3/16/2020 12:44,7/25/2021 11:36,,en,0.03,4,,17
1,80,14,4,https://www.iflscience.com/environment/bacteria-can-actually-see-acting-tiny-eyeballs/,Bacteria Can Actually See By Acting Like Tiny Eyeballs | IFLScience,39,17,http://www.pdn.ac.lk/cjsbs/abstract/40.2/1  40.2.1 Cyanobacteria.pdf,The organisms the study looked at are called,cyanobacteria,", or more specifically a species calledSynechocystis. Cyanobacteria are slime-formers","Dofollow, Content",,9/20/2018 10:46,8/17/2021 8:10,,en,0.03,3,,13
10,50,14,1,http://phylodiversity.net/bb07/students/ruchira/,Ruchira - Reptile Mania,5,4,http://www.pdn.ac.lk/,,"Department of Zoology, University of Peradeniya, Sri Lanka",.,Dofollow,,8/9/2013 15:37,8/17/2021 18:42,,,0.03,2,,1
4,81,12,1,https://prospernet.ias.unu.edu/activities/mobility-programmes/university-of-peradeniya,University of Peradeniya - ProSPER.Net,91,5,http://eng.pdn.ac.lk/civil/academics/post.php?academic,language is English. For application criteria and information on tuition click,here,or contact the post-graduate coordinator in Sustainable Built Environment Dr.,"Dofollow, Content",,7/1/2021 17:04,8/14/2021 8:05,,en,0.03,15,,4
4,0,3,0,https://loginwithus.com/post/sci-moodle-login,sci moodle login - official login page,27,10,https://scimoodle.pdn.ac.lk/,,Visit site,,Nofollow,,7/4/2021 17:08,8/16/2021 1:49,,en,0.03,3,,7
3,80,12,1,https://ccafs.cgiar.org/news/monitoring-shifting-weather-patterns-sri-lanka-climate-adaptation-agriculture,Monitoring shifting weather patterns in Sri Lanka for climate adaptation in agriculture,164,14,http://www.pdn.ac.lk/,"This blog post was written by Sarath Nissanka,","University of Peradeniya, Sri Lanka",,"Dofollow, Content",,12/21/2020 5:02,4/8/2021 7:10,,en,0.03,45,,9
2,7,10,4,https://dsai-project.eu/site/en/project/partners,Partners | DSAI Project,9,26,https://www.pdn.ac.lk/,,,,Dofollow,,3/28/2020 14:48,8/17/2021 0:34,,en,0.03,3,,20
97,6,7,1,http://pgihs.ac.lk/mdp/traning/Partners.php?page_id=76,..,21,23,http://arts.pdn.ac.lk/econ/mdp/cms/?page_id=88,,Resources for Current students,,Dofollow,,6/22/2021 12:03,8/4/2021 10:16,,,0.03,3,,14
1,12,6,0,https://localideabank.com/capacity-building-experts/,Capacity Building Experts | LOCAL IDEA BANK,5,57,https://www.pdn.ac.lk/,Chaminda Wijesinghe holds a Bachelor of Science from the,University of Peradeniya,and also holds a Master of Science in Computer Science,Dofollow,,12/5/2020 20:54,8/15/2021 7:04,,en,0.02,1,,22
1,62,24,34,https://linuxgazette.net/mirrors.html,Linux Gazette Mirror Sites,1,230,http://www.lklug.pdn.ac.lk/documents/lg/,,http://www.lklug.pdn.ac.lk/documents/lg/,,Dofollow,,1/18/2018 10:55,8/18/2021 11:48,,,0.02,1,,185
2,11,7,1,https://en.dharmapedia.net/wiki/Sri_Lanka,Sri Lanka - Dharmapedia Wiki,1135,542,http://www.dlib.pdn.ac.lk:8080/jspui/bitstream/123456789/3125/1/D.P.M. Weerakkody - Modern Sri Lanka Studies Vol. II Nos. I & II - 1987.pdf,"Weerakkody, DPM.","""Sri Lanka and the Roman Empire""",,Dofollow,,6/13/2017 23:30,8/6/2021 17:49,,en,0.02,1,,201
2,18,8,1,http://biotropica.org/2016-honorary-fellow-of-the-atbc-dr-c-v-savitri-gunatilleke-atbc16/,2016 Honorary Fellow of the ATBC: Dr. C.V. Savitri Gunatilleke (#ATBC16),62,39,http://www.pdn.ac.lk/,After completing her doctorate Dr. Gunatilleke joined the Department of Botany at the,University of Peradeniya,", where she progressed rapidly from Lecturer to Professor of","Dofollow, Content",,4/20/2018 19:06,8/17/2021 2:28,,en,0.02,1,,17
2,29,8,0,https://wiki.afris.org/pages/viewpage.action?pageId=109693667,"List of partner and friend organizations of ""4 per 1000"" - About - 4 per 1000",25,1138,https://www.pdn.ac.lk/,,https://www.pdn.ac.lk/academics/academics.php,,Nofollow,,7/31/2021 1:08,8/18/2021 13:32,,en,0.02,5,,920
1,1,8,3,http://e-sinhala.com/minimize-non-infectious-diseases/,Minimize non-infectious diseases - Sinhala Essay for Grade 10 - 11 | O/L,56,14,http://www.pdn.ac.lk/uop/events/pemex/sitefiles/pdf/articles/1-sin.pdf,,Learn More,,"Dofollow, Content",,9/15/2018 1:47,8/18/2021 3:54,,en,0.02,4,,8
2,73,14,5,https://www.vdu.lt/lt/tarptautiniai-rysiai/bendradarbiavimas/tarptautines-partnerystes/,Tarptautin?s partneryst?s | VDU,166,381,https://www.pdn.ac.lk/,,University of Peradeniya,,Dofollow,,8/6/2020 14:49,8/6/2021 21:21,,lt,0.02,2,,286
2,1,5,1,http://www.kumalo.de/index.php/de/countries-de/srilanka-de,Kumalo.de - Sri Lanka,28,6,http://www.pdn.ac.lk/cjsbs/text/text34.7.pdf,Den Artikel kann man hier lesen:,www.pdn.ac.lk/cjsbs/text/text34.7.pdf,,"Dofollow, Content",,4/10/2021 18:03,8/16/2021 3:11,,de,0.02,1,,2
6,0,3,0,http://studentroads.com/universities/university-peradeniya,University Information | StudentRoads,62,7,http://www.pdn.ac.lk/,,http://www.pdn.ac.lk,,Dofollow,,2/26/2020 23:03,8/2/2021 7:48,,en,0.02,3,,5
1,2,8,9,https://drrcollab.org/,S•E•C•R•A – Collaborate for Resilience,5,41,https://www.pdn.ac.lk/,,University of Peradeniya,,Dofollow,,2/23/2021 18:48,8/18/2021 11:22,,,0.02,5,,28
3,90,13,1,https://www.mdpi.com/about/scientific_board,MDPI Board of Scientific Officers,49,70,https://www.pdn.ac.lk/,Sri Lanka and worked as a visiting researcher at the,University of Peradeniya,". Prior to her PhD, she worked at Keio University","Dofollow, Content",,11/4/2020 20:17,8/14/2021 21:23,,en,0.01,13,,50
105,39,9,1,http://www.buddhanet.info/wbd/search.php?keyword=meditation&search=Begin+Search&country_id=51&province_id=0,World Buddhist Directory - Presented by BuddhaNet.Net,18,113,http://www.pdn.ac.lk/socs/smeditation,Website:,http://www.pdn.ac.lk/socs/smeditation,,"Dofollow, Content",,10/24/2016 18:51,7/23/2021 21:48,,,0.01,5,,20
1,28,8,0,https://www.archaeology.lk/new-light-on-the-decline-of-polonnaruwa-1196-1215-the-tamil-pillar-inscription-from-rankot-vihara/,New Light on The Decline of Polonnaruwa (1196-1215): The Tamil Pillar Inscription from Rankot Vihara - Sri Lanka Archaeology,55,14,http://dlib.pdn.ac.lk/handle/123456789/2829,For more information please visit,http://dlib.pdn.ac.lk/handle/123456789/2829,,"Dofollow, Content",,10/17/2020 7:08,8/15/2021 20:34,,en,0.01,1,,10
11,0,0,0,https://naradabalasooriya.com/university-of-peradeniya/,University of Peradeniya - Narada Balasooriya,13,21,http://www.pgia.pdn.ac.lk/,The Post-graduate Institute of Science (PGIS) and,Post-graduate Institute of Agriculture (PGIA),are the institutions established in the university. PGIS is a,"Dofollow, Content",,5/26/2021 16:31,8/14/2021 0:56,,en,0.01,2,,8
1,42,9,0,https://www.taicep.org/taiceporgwp/add-to-your-library-november-2017-newsletter/,Add to Your Library: November 2017 Newsletter,105,67,http://www.arts.pdn.ac.lk/results_llb/,"Sri Lanka: University of Peradeniya, Faculty of Arts:",http://www.arts.pdn.ac.lk/results_llb/,,"Dofollow, Content",,9/22/2019 4:02,8/16/2021 21:32,,en,0.01,2,,42
1,75,12,1,https://www.lawinsider.com/dictionary/investigational-medicinal-product,Investigational Medicinal Product Definition | Law Insider,87,21,http://med.pdn.ac.lk/notices/staffnotices/2015/April/Guidelines for the conduct of clinical trials in Sri Lanka.pdf,,Sample 1,,Dofollow,,7/12/2021 15:56,8/14/2021 21:56,,en,0.01,2,,19
3,2,4,0,https://222.165.190.172/faculty-of-allied-health-sciences/staff/staff/department-of-basic-sciences/93-depatments/basic-science/183-ms-amds-karunaratna,Ms. AMDS Karunaratna,21,5,http://dlib.pdn.ac.lk/bitstream/1/3920/1/A.M.D.S.Karunarathna.pdf,,http://dlib.pdn.ac.lk/bitstream/1/3920/1/A.M.D.S.Karunarathna.pdf,,Dofollow,,2/6/2021 23:37,8/16/2021 8:32,,en,0.01,1,,5
4,23,7,0,http://www.biodiversityofindia.org/index.php?title=GEN101:India_as_a_megadiverse_nation,GEN101:India as a megadiverse nation - Biodiversity of India: A Wiki Resource for Indian Biodiversity,63,127,http://www.pdn.ac.lk/socs/zaup/reptiles/affinities.html,,affinities,,Nofollow,,12/2/2014 4:05,8/6/2021 20:27,,,0.01,1,,22
119,3,8,2,https://www.teachmore.lk/2021/07/bba-online-degree-programme-examination.html,BBA (Online) Degree Programme Examination Timetables - TeachMore.lk,66,25,https://cdce.pdn.ac.lk/bba.php,,,,Dofollow,,8/6/2021 17:35,8/17/2021 11:08,,en,0.01,1,,15
1,0,0,0,https://mriscanmachines.blogspot.com/2018/02/mri-scan-in-sri-lanka-kandy.html,Mri Scan In Sri Lanka Kandy - mri scan machine,5226,111,https://www.pdn.ac.lk/ipurse/2016/doc/Parking map.jpg,,,University Of Peradeniya Research Sessions,"Dofollow, Image, Content",,8/13/2021 1:23,8/13/2021 1:23,,en,0.01,6,,55
10,5,5,0,https://www.un4drr.com/partners,PARTNERS | UN4DRR,9,21,http://arts.pdn.ac.lk/geography/staff/rekha_2018.php,Webpage: www.,arts.pdn.ac.lk/geography/staff/rekha_2018.php,,Dofollow,,9/23/2020 4:00,8/16/2021 6:54,,en,0.01,3,,11
26,27,9,1,https://www.biotechnologyforums.com/thread-2347.html,MSc Degrees in Biotechnology Offered by Two Top Sri Lankan Universities,48,24,http://www.pgis.pdn.ac.lk/downloads.html,,Here,,"Dofollow, Content",,11/11/2017 11:20,8/12/2021 18:30,,en,0.01,5,,13
1,11,8,2,http://atbcap2019.org/workshop.html,ATBC AP - 2019,16,16,https://sci.pdn.ac.lk/zoology/staff/contactRupika.php,,Rupika Rajakaruna,"(Department of Zoology, University of Peradeniya, Sri Lanka)","Dofollow, Content",,7/15/2020 21:57,8/12/2021 14:03,,,0.01,2,,11
1,0,0,1,https://www.lovelypuppies.online/about-us/,About Us – LOVELY PUPPIES,16,9,http://vet.pdn.ac.lk/,Pavithra is a veterinary undergraduate at the,University of Peradeniya.,She chose this field because she loves animals. She likes,"Dofollow, Content",,10/1/2020 16:04,8/18/2021 17:43,,en,0.01,2,,4
8,27,9,1,https://www.sdorchids.com/ConsAwards.html,SDCOS Conservation Awards,84,41,http://www.pdn.ac.lk/,"- Rathgama Fernando,",University of Peradeniya,", Sri Lanka ($2605) Project Report",Dofollow,,4/8/2020 11:17,8/14/2021 9:01,,,0.01,3,,26
2,63,10,0,http://sri-lanka.vindhetviahier.nl/,Sri-lanka | vindhetviahier.nl,41,679,http://www.pdn.ac.lk/,,University Of Peradiniya,,Dofollow,,3/19/2017 18:51,8/4/2021 17:07,,,0.01,1,,339
2,1,4,0,https://mahasenholdings.com/about-us/,About Mahasen Holdings – Mahasen,134,4,http://agri.pdn.ac.lk/,"University of Peradeniya and Department of food and Nutritional studies,",Wayamba University of Sri Lanka,.,"Dofollow, Content",,2/12/2021 8:31,4/7/2021 23:44,,en,0.01,2,,4
42,0,0,0,http://distanceeducationuniversitywosugai.blogspot.com/2017/05/open-and-distance-education-university.html,Distance Education University: Open And Distance Education University Of Kelaniya,50,64,http://www.pdn.ac.lk/uop/about/Newsletter/newsletter_pdf/2007jan_june.pdf,,University Of Peradeniya News,,Dofollow,,2/21/2019 20:33,8/15/2021 4:02,,en,0.01,4,,26
1,33,12,3,https://openinnovation.eu/11-05-2021/open-innovations-latest-papers-wicked-acceleration-entrepreneurial-ecosystems-more/,"Open Innovation’s Latest Papers: Wicked Acceleration, Entrepreneurial Ecosystems & More – Open Innovation",40,12,"http://mgt.pdn.ac.lk/peradeniya_management_review/assets/uploads/vol02_issue01/4. PMR V II, Issue I - 2021-02-16_27-43.pdf",,Success factors in Open Innovation projects,,"Dofollow, Image",,5/11/2021 16:03,8/16/2021 14:06,,en,0.01,4,,9
1,25,7,0,https://cultureincrisis.org/organisations/university-of-peradeniya,University of Peradeniya | Culture in Crisis,9,4,https://www.pdn.ac.lk/,,Funder Website,,"Dofollow, Content",,10/23/2020 15:27,8/9/2021 22:11,,,0,5,,4
4,0,0,0,http://www.e93group.org/2006/06/13/,13 | June | 2006 | www.e93group.org,19,11,http://eng.pdn.ac.lk/pefaa/,It has been informed that the,PEFAA,has undertaken the challenge to compile a Peradeniya Engineering Faculty,"Dofollow, Content",,3/26/2019 9:39,8/1/2021 22:31,,en,0,1,,3
11,50,22,38,http://project.jfn.ac.lk/hrncet/,HRNCET | NORPART Project,43,25,https://www.pdn.ac.lk/,,,,"Dofollow, Image",,7/17/2017 9:02,8/16/2021 23:18,,en,0,0,,16
1,69,10,0,https://www.acu.ac.uk/get-involved/cop26-commonwealth-futures-climate-research-cohort/meet-the-cohort/,Climate Research Cohort | ACU,45,35,https://www.pdn.ac.lk/,"Dr Chandima Kumudini Ariyarathna Hanchapola Appuhamilage,",University of Peradeniya,", Sri Lanka",Dofollow,,7/15/2021 9:50,8/15/2021 6:00,,,0,2,,30
3,29,8,0,https://conferenceindex.org/event/international-conference-on-mathematics-and-mathematics-education-icmme-2021-june-kandy-lk,"International Conference on Mathematics and Mathematics Education ICMME on June 04-05, 2021 in Kandy, Sri Lanka",14,9,http://www.pdn.ac.lk/,Website:,http://www.pdn.ac.lk,,"Nofollow, Content",,1/16/2021 2:48,6/23/2021 21:12,,en,0,2,,3
4,15,0,0,https://gymnavigator.com/gyms/119039/university-gymnasium,"Gym University Gymnasium. in Kandy, Central-province",73,8,http://www.pdn.ac.lk/,,http://www.pdn.ac.lk/student/sprtpdn/facility.php?w=in,,Dofollow,,7/10/2021 0:50,7/10/2021 0:50,,,0,1,,5
1,12,6,0,https://www.tarantulaforum.com/threads/tarantula-literature.388/,Tarantula literature | Tarantula Forum,77,684,http://www.pdn.ac.lk/cjsbs/text/text34.7.pdf,,"Samarawckrama, V.A.M.P.K., M.D.B.G. Janananda, K.B. Ranawana and A. Smith. 2005. Study of the distribution of the genus Poecilothria of the family Theraphosidae in Sri Lanka. Cey. J. Sci. (Bio. Sci.) Vol 34, 75-86.",,"Nofollow, UGC",,5/22/2019 2:40,8/17/2021 19:29,,en,0,1,,130
2,13,6,0,http://malindawords.blogspot.com/2011/07/love-is-irreversible-and-life-forever.html,Love is irreversible and life forever young ~ Malinda Words,22,22,http://www.pdn.ac.lk/,Wijeratne Warakagoda ‘moments’ in my life. The first was at the,University of Peradeniya,sometime in the year 1986. Amaranath Jayatilleka’s 1981 film‘Arunata Pera’(Before,"Dofollow, Content",,4/18/2018 15:19,8/11/2021 13:20,,en,0,1,,15
1,35,8,0,https://nerdfighteria.info/v/k2idKKz_zTM/,Nerdfighteria Wiki - 8 Crafty Plants That Have Mastered Deceit,60,81,http://www.pgis.pdn.ac.lk/yrf/sci2015/cvk_ileperuma.pdf,,http://www.pgis.pdn.ac.lk/yrf/sci2015/cvk_ileperuma.pdf,,Dofollow,,9/16/2018 1:02,8/15/2021 16:50,,en,0,6,,37
2,0,0,0,https://magicelle.blogspot.com/2020/12/logo-wallpaper-university-of-peradeniya.html,"Logo Wallpaper University Of Peradeniya / ????????? ?????????????) is a state university in sri lanka, funded by the university grants commission. - magicelle",10,28,http://arts.pdn.ac.lk/icssh/slider/images/dawn_-_university_of_peradeniya.jpg,,Welcome Icssh 2011 Faculty Of Arts University Of Peradeniya Sri Lanka ????????? ?????????????) is a state it was established as the university of ceylon in 1942.,,"Dofollow, Image",,12/29/2020 1:19,7/6/2021 2:10,,id,0,1,,16
4,2,6,1,https://www.ceylonvacancy.com/application-for-courses-in-srilanka/bachelor-of-business-administration-university-of-peradeniya/,Bachelor of Business Administration (BBA) -university of peradeniya - Ceylon Vacancy,94,7,https://cdce.pdn.ac.lk/bba.php,???????? ????????? ?????? ??????????? ???? ?? ?????????? ????????? ???????? –,click to view,,"Dofollow, Content",,3/28/2021 18:17,8/2/2021 12:37,,ta,0,1,,5
3,71,10,0,https://www.usn.no/english/news/news-archive/helping-to-improve-human-rights-to-post-war-sri-lanka,Helping to improve human rights to post-war Sri Lanka - Universitetet i Sørøst-Norge,222,18,http://www.pdn.ac.lk/,"The project, which was","formally kicked off on February 1, 2017",", will involve the two Universities exchanging students and faculty-members,","Dofollow, Content",,3/24/2020 17:41,7/30/2021 15:59,,en,0,1,,12
2,0,0,0,https://moonasingha.yolasite.com/anand_civil-engineering-2.php,Indian Ocean Tsunami,17,100,http://www.civil.pdn.ac.lk/tsunami/hazard_map_galle.pdf,,www.civil.pdn.ac.lk/tsunami/hazard_map_galle.pdf,,"Dofollow, Content",,4/21/2018 18:59,8/15/2021 18:30,,en,0,6,,51
14,17,8,1,https://lk.login-vp.com/pdn,Pdn Login,35,18,http://cdcebba.pdn.ac.lk/,,Bachelor of Business Administration - University of Peradeniya,,"Nofollow, Image",,5/8/2021 23:50,8/12/2021 23:42,,en,0,6,,2
5,90,13,0,http://www.sbs.utexas.edu/hisasia/Resources.htm,Organizations et al,8,346,http://www.pdn.ac.lk/,,University of Peradeniya,,Dofollow,,8/24/2020 23:58,8/1/2021 15:20,,,0,6,,157
2,80,12,1,http://cecs.louisville.edu/datamining/dmlab/chamila.html,Chamila Walgampaya,6,4,http://eng.pdn.ac.lk/engmath/staff/Mr-chamila.html,He earned his BS degree in Computer Engineering from the,"University of Peradeniya, Sri Lanka",and is a member of the faculty of the Department,Dofollow,,7/30/2016 14:28,8/12/2021 5:15,,,0,2,,2
1,80,11,0,https://www.cs.bham.ac.uk/~wbl/homepages.html,GP Home pages,15,5915,https://eng.pdn.ac.lk/mechanical/otherpages/staff/rathnaweera.html,D N Ranasinghe Windhya Rankothge,Asanga Ratnaweera,,"Dofollow, Content",,7/11/2019 16:56,5/3/2020 21:06,,,0,6,,1651
1,84,12,0,https://steemit.com/steemstem/@emperorhassy/the-laws-of-thermody-1583788565,"THE LAWS OF THERMODYNAMICS: The Carnot Cycle, Diesel Engine, Refrigerators and Heat Pumps. — Steemit",57,45,http://eng.pdn.ac.lk/old/mechanical/menu/class/downloads/notes/02-Engine heat transfer.pdf,,http://eng.pdn.ac.lk/old/mechanical/menu/class/downloads/notes/02-Engine%20heat%20transfer.pdf,,"Dofollow, Content",,3/21/2020 5:55,12/9/2020 17:10,,en,0,0,,26
1,51,9,0,https://crimsonpublishers.com/eimbo/fulltext/EIMBO.000539.php,Proximate Composition in Crab Chiromantes boulengeri from Shatt|crimson publishers.com,63,50,http://www.pdn.ac.lk/cjsbs/text/text35.2.2.pdf,,"Ravichandran S, Kannupandi T, Kathiresan (2006) Biodiversity litter processing, leaf preference and growth, biochemical and microbial aspects in crabs of pichavaram mangroves. Cey J Sci Bio Sci 35(2): 107-114.",,"Dofollow, Content",,1/5/2019 11:59,8/10/2021 12:53,,en,0,0,,36
8,0,17,20,http://ssksurya.blogspot.com/,Satyakama,41,94,http://www.pdn.ac.lk/,,University of Peradeniya,(,Dofollow,,7/10/2021 5:46,8/18/2021 17:15,,,0,3,,49
1,0,21,17,http://4.coin.ateliercoeurdepapillon.fr/mdf-wiring-diagram.html,Mdf Wiring Diagram - Schematics Online,35,16,http://www.pdn.ac.lk/doc/alex/1531-G_BAB38001Uen.G2.html,,Source,,Nofollow,,10/5/2019 8:00,10/9/2019 4:10,,en,0,6,,15
2,64,10,0,http://innotal.unwe.bg/page/university-of-peradeniya-sri-lanka,"University of Peradeniya, Sri Lanka",29,3,http://www.pdn.ac.lk/,?Website:,http://www.pdn.ac.lk/,,"Dofollow, Content",,4/23/2020 12:42,8/13/2021 11:24,,,0,5,,2
1,27,14,9,https://seotech2.com/2021/05/31/free-website-list-180001-to-185000/,Free website list 180001 to 185000 - Top Free SEO,21,7774,https://pdn.ac.lk/,180547 https://magicalir.net 180548 https://qklw1.com 180549,https://pdn.ac.lk,180550 https://bvhttdl.gov.vn 180551 https://hypercenter.gr 180552,Dofollow,,8/16/2021 5:55,8/17/2021 21:48,,en,0,1,,5314
