Total Backlinks,Domain Rating,URL Rating,Referring Domains,Referring Page URL,Referring Page Title,Internal Links Count,External Links Count,Link URL,TextPre,Link Anchor,TextPost,Type,Backlink Status,First Seen,Last Check,Day Lost,Language,Traffic (desc),Keywords,Js rendered,Linked Domains
23,72,10,0,"https://www.marinecorpstimes.com/unmanned/2021/07/13/who-is-buying-israeli-counter-drone-systems-in-south-asia/?contentQuery={""section"":""/home"",""from"":15,""size"":10,""exclude"":""/unmanned""}&contentFeatureId=f0fMKJaWTNAG78a",Who is buying Israeli counter-drone systems in South Asia?,120,56,http://ir.kdu.ac.lk/bitstream/handle/345/2060/Abstract Book Final Version_49.pdf?sequence=1&isAllowed=y,Force planes. Sri Lankan media and defense officials have also,expressed concern,about rising drone threats in recent years.,"Dofollow, Content",,8/15/2021 4:38,8/15/2021 4:38,,en,0,0,,18
22,0,0,0,https://londontopix.co/k-logins/kdu-moodle-login.html,Kdu Moodle Login ?? One Click Login,80,47,http://lms.kdu.ac.lk/lms/,,The General Sir John Kotelawala Defence University,,"Nofollow, Content",,4/29/2021 1:23,5/17/2021 9:40,,,0,0,,32
22,0,0,0,https://www.yasodawijerathna.com/,YP Wijerathna - Portfolio,1,18,http://ir.kdu.ac.lk/bitstream/handle/345/1190/law-006.pdf?sequence=1&isAllowed=y,,Sale of Goods Ordinance No 11 of 1896: A Call for Reforms,,Dofollow,,6/13/2021 10:36,8/18/2021 1:22,,,0,0,,6
22,81,12,0,https://zims-en.kiwix.campusafrica.gos.orange.com/wikipedia_en_all_nopic/A/Disability_in_Sri_Lanka,Disability in Sri Lanka,255,21,http://www.kdu.ac.lk/proceedings/irc2015/2015/law-029.pdf,,http://www.kdu.ac.lk/proceedings/irc2015/2015/law-029.pdf,,Dofollow,,4/20/2020 11:46,7/28/2021 20:14,,,0,0,,14
21,0,0,0,http://nilukalakmali.com/,Archt. R. G. Niluka Lakmali - Portfolio,1,16,http://kdu.ac.lk/,,Kotelawala Defence University,,Dofollow,,5/28/2021 1:48,8/18/2021 10:53,,,0,0,,7
21,0,0,0,https://directory.mihikatha.lk/places/tags/tags/sri-lanka/western-province/mount-lavinia/page/2/,"Tags in Mount lavinia, Western Province, Sri Lanka – Page 2 of 2 – Mihikatha Directory",30,4,https://www.kdu.ac.lk/,,,,Dofollow,,4/23/2021 15:13,8/17/2021 22:46,,en,0,0,,4
21,75,12,1,https://www.armytimes.com/unmanned/2021/07/13/who-is-buying-israeli-counter-drone-systems-in-south-asia/,Who is buying Israeli counter-drone systems in South Asia?,113,58,http://ir.kdu.ac.lk/bitstream/handle/345/2060/Abstract Book Final Version_49.pdf?sequence=1&isAllowed=y,Force planes. Sri Lankan media and defense officials have also,expressed concern,about rising drone threats in recent years.,"Dofollow, Content",,8/16/2021 8:09,8/16/2021 8:09,,en,0,0,,19
20,8,6,0,http://mickopedia.org/mickify?topic=Rohan_Daluwatte,Rohan Daluwatte - Wikipedia,257,95,http://www.kdu.ac.lk/index.php?id=46,,KDE website,,Nofollow,,6/20/2020 12:22,5/6/2021 8:16,,en,0,0,,29
20,0,0,0,http://www.gochix.net/dabun/view.cgi?d=1136460972,?????? - ?(?)???????,8,9705,http://www.kdu.ac.lk/faculty-of-allied-health-sciences/index.php?option=com_k2&view=itemlist&task=user&id=12065,17/06/21 20:50 Yivayhkq [,HOME,] WxhGZkYvDPdNY,Dofollow,,5/25/2020 15:20,8/2/2021 1:20,,,0,0,,1778
20,64,10,0,https://met.refeds.org/met/entity/https%3A%2F%2Fidp.kdu.ac.lk%2Fidp%2Fshibboleth/?federation=liaf,Metadata Explorer Tool,17,8,http://www.kdu.ac.lk/,,http://www.kdu.ac.lk,,Dofollow,,3/30/2020 3:46,8/12/2021 9:48,,en,0,0,,5
20,0,0,0,https://rumeshnelumdeniya.com/,NRM Nelumdeniya - Portfolio,2,19,http://kdu.ac.lk/,,Kotelawala Defence University,,Dofollow,,6/23/2021 5:17,8/18/2021 12:53,,,0,0,,10
20,0,0,0,https://satheesmohan.com/,S.Satheesmohan - Portfolio,2,14,http://kdu.ac.lk/,,Kotelawala Defence University,,Dofollow,,7/2/2021 17:37,8/18/2021 3:09,,,0,0,,5
20,75,13,0,https://scholar.google.com.ni/citations?user=dJToDyAAAAAJ&hl=fr,?Prasanna Premadasa K M Gamage? - ?Google Scholar?,42,4,https://www.kdu.ac.lk/department-of-electrical-electronic-and-telecommunication-engineering/staff/academic-staff/14-staff/172-dr-k-m-g-prasanna-premadasa,Adresse e-mail validée de kdu.ac.lk -,Page d'accueil,,Nofollow,,7/16/2021 9:38,7/16/2021 9:38,,fr,0,0,,3
20,0,0,0,https://www.rpskat.com/,Pathum S. Kathriarachchi - Portfolio,6,9,http://kdu.ac.lk/,,Kotelawala Defence University,,Dofollow,,6/7/2021 12:06,8/18/2021 18:52,,,0,0,,5
20,14,7,0,https://www.spottingmode.com/wro/location/20698/,"Wrecks and relics online - Aircaft wreck or relic at Ratmalana, Sri Lanka",53,2,http://www.kdu.ac.lk/,,kdu.ac.lk,,Dofollow,,7/27/2020 9:38,7/26/2021 7:44,,,0,0,,1
18,28,8,0,http://www.theinfolist.com/html/ALL/s/General_Sir_John_Kotelawala_Defence_University.html,General Sir John Kotelawala Defence University,67,7,http://www.kdu.ac.lk/,,Official website,"Official website of the Ministry of Defence, Sri Lanka Official","Dofollow, Content",,5/22/2021 10:38,8/12/2021 20:59,,,0,0,,4
18,0,0,0,https://chandimakumara007.com/,WG Chandima Kumara - Portfolio,2,26,http://ir.kdu.ac.lk/handle/345/1097,,Awareness of smoking among patients with Ischemic Heart Disease (IHD) attending medical clinics in Teaching Hospital Page 6 of 8 Karapitiya.,,Dofollow,,5/25/2021 18:51,8/18/2021 6:54,,,0,0,,12
18,4,4,0,https://login-db.co.uk/k-logins/kdu-oracle-login.html,Kdu Oracle Login — Sign In to Your Account,74,46,http://students.kdu.ac.lk/students/,,Student Login,,"Nofollow, Content",,6/7/2020 19:34,3/20/2021 23:54,,,0,0,,19
18,0,0,0,https://slutou.lk/index.php/12-articles?start=0,Articles,72,197,http://www.kdu.ac.lk/,,General Sir John Kotelawala Defence University,,Dofollow,,3/24/2021 4:42,5/26/2021 0:00,,en,0,0,,65
17,0,5,0,http://astrologija-regulus.si/astrologija-regulus/component/k2/itemlist/user/67196.html,,3,4,http://www.kdu.ac.lk/faculty-of-allied-health-sciences/?option=com_k2&view=itemlist&task=user&id=56600.html,Neuroanatomy A Symposium Sponsored By The National Multiple Sclerosis Society,Quantum Chromodynamics,Walt Disney World Resort inFloridaIs Opening a Completely Immersive Star,Dofollow,,2/22/2019 6:10,5/6/2020 21:16,,,0,0,,4
17,47,9,0,http://everything.explained.today/Sri_Lanka_Army/,Sri Lanka Army Explained,578,162,https://www.kdu.ac.lk/,,General Sir John Kotelawala Defence University,,Nofollow,,6/25/2021 17:40,8/17/2021 17:22,,,0,0,,57
17,4,8,2,http://feedc0de.org/index.php?itemid=761,FEEDC0DE » ????,6,3593,http://kdu.ac.lk/index.php?option=com_k2&view=itemlist&task=user&id=1393,"<a href="" http://justshuttles.com/ind... "">cialis</a> tadalafil genericbuy tadalafil online <a href=""",http://kdu.ac.lk/index.php?...,""">tadalafil 20 mg</a> cialis professionalcialis no prescription <a href="" http://gustavocastilla.com/...",Nofollow,,9/4/2018 9:41,8/14/2021 23:14,,en,0,0,,3056
17,62,11,1,http://staff.cs.sjp.ac.lk/tgi/teaching/,Teaching | Dr. TGI Fernando,36,19,http://www.kdu.ac.lk/,"Faculty of Computing ,","General Sir John Kotelawala Defense University, Sri Lanka",,"Dofollow, Content",,9/10/2020 9:31,8/12/2021 5:44,,,0,1,,8
17,38,9,1,https://couponsale.in/search/itsds.biz,"Search Domain Details, Keyword Suggestions",92,55,https://www.kdu.ac.lk/citsds/,,https://www.kdu.ac.lk/citsds/,,Nofollow,,3/24/2021 18:18,8/10/2021 22:35,,en,0,0,,38
16,2,5,0,http://46.105.105.134/img-monerl2-4959.htm,"monerl2 - GB-PIC.ORG immer aktuelle GB Bilder, GB, Gästebuch Bilder, Kwick, Jappy, GB Pics",14,1875,http://kdu.ac.lk/index.php?option=com_k2&view=itemlist&task=user&id=1393,cialis soft tabscialis 10mg cialis pills cialis brandcialis online pharmacy,cialis pills,cialis 20 mg’,Nofollow,,6/11/2020 0:34,8/15/2021 21:27,,de,0,0,,1477
16,32,8,0,http://iau-hesd.net/actions/4385/faculty-built-environment-and-spatial-sciences,Faculty of Built Environment and Spatial Sciences | HESD - Higher Education for Sustainable Development portal,31,18,http://www.kdu.ac.lk/faculty-of-build-environment/,,http://www.kdu.ac.lk/faculty-of-build-environment/,,Dofollow,,4/3/2021 6:49,8/13/2021 18:44,,en,0,0,,7
16,11,13,8,http://senri.co.jp/cgi/blog2.cgi?time=1186587235&id=chika&mode=disp&category=&writer_all=on&category_all=,??????????,5,2651,http://kdu.ac.lk/index.php?option=com_k2&view=itemlist&task=user&id=1393,,http://kdu.ac.lk/index.php?option=com_k2%view=itemlist%task=user%id=1393,,Dofollow,,8/1/2020 4:14,8/10/2021 3:19,,ja,0,0,,1786
16,7,8,1,http://www.alimkuafor.com/?option=com_k2&view=itemlist&task=user&id=244105.html,EBook Rape Of The Sleeping Woman The Practice Of Hypnagogic Sex Read | Download / PDF / Audio key:4a04r7x,16,7,http://www.kdu.ac.lk/faculty-of-allied-health-sciences/?option=com_k2&view=itemlist&task=user&id=90703.html,Of The Sleeping Woman The Practice Of Hypnagogic Sex ipad,Angelinas birthday surprise,The Prentice-Hall Directory of Executive Search Firms Penticton British Columbia,"Dofollow, Content",,8/18/2017 21:05,5/14/2020 9:24,,en,0,0,,7
16,2,5,0,http://www.zanellacasa.com/tutto-per-la-casa.html?tmpl=component&print=1&start=3880560,Tutto per la casa,19,71,http://www.kdu.ac.lk/faculty-of-allied-health-sciences/index.php?option=com_k2&view=itemlist&task=user&id=47978,"home page, http://mhscb.mccmh.net/UserProfile/tabid/61/userId/1956885/Default.aspx Website, http://bar-rangel.es/index.php?option=com_k2&view=itemlist&task=user&id=32359 Thesis about mehnat ki azmat,",http://www.kdu.ac.lk/faculty-of-allied-health-sciences/index.php?option=com_k2&view=itemlist&task=user&id=47978,"Prescription astonin vs over the counter,","Nofollow, Content",,5/14/2020 0:42,5/14/2020 0:42,,en,0,0,,52
16,0,3,0,https://eastafricajungle.com/travel-africa/africa-safaris/item/30-cherrapunji-indian/30-cherrapunji-indian.html?start=10540,"Cherrapunji, Indian - East Africa Jungle",117,86,http://kdu.ac.lk/index.php?option=com_k2&view=itemlist&task=user&id=1393,cialis online,http://kdu.ac.lk/index.php?option=com_k2&view=itemlist&task=user&id=1393,tadalafil cialis http://diamondshield.tech/index.php?option=com_k2&view=itemlist&task=user&id=7906 buy tadalafil http://hansfruendt.de/index.php?option=com_k2&view=itemlist&task=user&id=4111 cialis brand,Nofollow,,6/6/2020 21:21,7/21/2021 11:47,,fr,0,0,,57
16,0,0,0,https://umameththananda.com/,Uma Indeewari Meththananda - Portfolio,2,15,http://kdu.ac.lk/,,Kotelawala Defence University,,Dofollow,,6/3/2021 11:37,6/5/2021 17:03,,,0,0,,8
16,0,0,0,https://www.drchammika.com/,Dr. Chammika Mallawaarachchi,2,9,http://kdu.ac.lk/,,Kotelawala Defence University,,Dofollow,,5/22/2021 11:37,8/18/2021 11:00,,,0,0,,6
15,0,0,0,http://indeewariherath.com/,L.H.M. INDEEWARI MADUSHANI HERATH - Portfolio,2,20,http://kdu.ac.lk/,,Kotelawala Defence University,,Dofollow,,6/14/2021 6:51,8/18/2021 8:01,,,0,0,,8
15,0,0,0,http://naradawarnasuriya.com/,#NAME?,1,5,http://kdu.ac.lk/,,Kotelawala Defence University,,Dofollow,,6/14/2021 10:28,8/18/2021 19:42,,,0,0,,1
15,0,0,0,https://casite-639644.cloudaccess.net/directory-2/education/higher-education/other-government-universities,Other Government Universities,43,14,http://www.kdu.ac.lk/,,www.kdu.ac.lk,,Dofollow,,12/12/2017 11:34,8/10/2021 0:13,,en,0,0,,9
15,0,0,0,https://ireshasrathnayake.com/,Dr. Iresha Rathnayake - Portfolio,5,24,http://kdu.ac.lk/,,Kotelawala Defence University,,Dofollow,,6/4/2021 8:31,8/16/2021 19:37,,,0,0,,9
15,5,6,0,https://loginsimple.de/k-login/kdu-login.html,Kdu Login,75,55,http://lms.kdu.ac.lk/lms/,,The General Sir John Kotelawala Defence University,,Nofollow,,6/15/2020 17:32,2/26/2021 2:40,,de,0,0,,26
15,55,9,0,https://sitegur.com/sceye.eu,sceye.eu,17,18,http://kdu.ac.lk/,kdu.ac.lk,,,Nofollow,,11/14/2020 4:50,8/17/2021 0:06,,,0,0,,11
15,0,0,0,https://susirithmendis.com/,#NAME?,1,5,http://kdu.ac.lk/,,Kotelawala Defence University,,Dofollow,,6/11/2021 7:46,6/22/2021 23:17,,,0,0,,1
15,0,0,0,https://thusharakathriarachchi.com/,Thushara Chandani Kathriarachchi,2,5,http://kdu.ac.lk/,,Kotelawala Defence University,,Dofollow,,5/25/2021 20:16,8/18/2021 7:57,,,0,0,,1
15,0,0,0,https://www.devinaluthge.com/,Eng. C. Devin Aluthge - Portfolio,1,5,http://kdu.ac.lk/,,Kotelawala Defence University,,Dofollow,,5/28/2021 0:42,8/18/2021 19:51,,,0,0,,1
15,0,0,0,https://www.ishankasamodhani.com/,WMIS Wickramasinghe - Portfolio,2,14,http://kdu.ac.lk/,,Kotelawala Defence University,,Dofollow,,6/11/2021 8:26,8/18/2021 20:14,,,0,0,,9
15,0,0,0,https://www.nipundesilva.com/,#NAME?,1,5,http://kdu.ac.lk/,,Kotelawala Defence University,,Dofollow,,6/14/2021 8:44,8/18/2021 12:40,,,0,0,,1
15,72,12,0,https://www.siteprice.org/similar-websites/mrt.ac.lk,Top 100 similar websites like mrt.ac.lk,249,193,http://kdu.ac.lk/,www.kdu.ac.lk,www.kdu.ac.lk,,"Nofollow, Image",,3/26/2021 9:58,7/13/2021 20:21,,en,0,0,,105
15,2,5,0,https://www.soutouraservices.com/component/k2/item/6-passeport?start=677450,Passeport,47,121,http://www.kdu.ac.lk/faculty-of-allied-health-sciences/index.php?option=com_k2&view=itemlist&task=user&id=41706,"On Not Expensive Lantus 100IU In Farmacia Costo Priority Ship,",http://www.kdu.ac.lk/faculty-of-allied-health-sciences/index.php?option=com_k2&view=itemlist&task=user&id=41706,"Drug Official figures revealed yesterday The Samples, http://wiki.mrmoseley.co.uk/index.php?title=HKU__with_its_deep_the_BN_offers_a_new_therapeutic_option_in_blood__is_the_most_harm_done_by_HIV . more,",Nofollow,,8/9/2021 7:37,8/9/2021 7:37,,fr,0,0,,78
14,0,0,0,http://randuvandebona.com/,Randu Vandebona - Portfolio,1,11,http://kdu.ac.lk/,,Kotelawala Defence University,,Dofollow,,5/25/2021 10:38,8/18/2021 17:05,,,0,0,,5
14,5,5,0,https://ethiopiannewstoday.com/?links=125,YouTube,201,55606,http://idp.kdu.ac.lk/,,idp.kdu.ac.lk,,Dofollow,,8/17/2021 8:50,8/17/2021 8:50,,,0,0,,33640
14,0,0,0,https://sanjayajayasooriya.com/,Dr. S D Jayasooriya,2,33,http://ir.kdu.ac.lk/bitstream/handle/345/2073/dss023.pdf?sequence=3&isAllowed=y,,?Role of Military Professionals in Dealing with Construction Industry of Sri Lanka?.,,Dofollow,,5/25/2021 19:56,8/18/2021 14:40,,,0,0,,14
14,27,8,0,https://www.444.lk/education-in-?per_page=144,Education in Sri Lanka | 444 Business Listings,58,23,http://www.kdu.ac.lk/,,View Website,,Dofollow,,11/30/2019 6:23,8/3/2021 11:54,,en,0,0,,18
14,13,7,0,https://www.maruads.lk/midwifery-nurse-officers-family-midwife-government-job-vacancies-104956,Midwifery Nurse Officers|Family Midwife Government Job Vacancies,289,5,http://www.kdu.ac.lk/,,More Details,,"Dofollow, Content",,5/23/2021 21:34,7/28/2021 23:01,,en,0,0,,4
13,1,10,5,https://filehik.com/general-sir-john-kotelawala-defense-university-degree-programme/,General Sir John Kotelawala Defense University : Degree Programme - Filehik.com,109,94,https://www.kdu.ac.lk/,Website :,www.kdu.ac.lk,,"Dofollow, Content",,12/29/2020 20:43,8/18/2021 15:14,,en,0,0,,11
13,0,0,0,https://jiabeygoonewardene.com/,Sqn Ldr JI abeygoonewardene - Portfolio,3,14,http://ir.kdu.ac.lk/bitstream/handle/345/2249/Abstract Book Final Version_89.pdf?sequence=1,,Design of a new aircraft wing inspired by the Magnificent Frigate bird,,Dofollow,,5/28/2021 5:43,8/18/2021 8:15,,,0,0,,2
13,55,9,0,https://www.keyword-suggest-tool.com/search/bafed.net/,"™ ""Bafed.net"" Keyword Found Websites Listing | Keyword Suggestions",63,16,http://www.kdu.ac.lk/staff-development-center/index.php/staff/88-staff/149-mr-faiz-marikar,,http://www.kdu.ac.lk/staff-development-center/index.php/staff/88-staff/149-mr-faiz-marikar,,Nofollow,,2/9/2021 19:27,2/9/2021 19:27,,en,0,0,,14
13,3,5,0,https://www.teachmore.lk/2019/02/blog-post_35.html,?????? ???????? ????????????????????? ?????? ??????? - TeachMore.lk,26,18,http://www.kdu.ac.lk/wp-content/uploads/2019/02/cadets/Details-Application-Procedure-with-police.pdf,,Details,,Dofollow,,6/17/2021 23:52,7/29/2021 4:26,,,0,0,,12
13,35,8,0,https://www.wikibacklink.com/search/mkhg-kl,mkhg kl | MKHG conception - Home | Facebook,57,10,https://www.kdu.ac.lk/wp-content/uploads/2020/010/vacancy/tempmgt/Ad-Sinhala-post-of-TMA.pdf,wenE¾;=,,,Nofollow,,12/9/2020 4:48,3/19/2021 3:15,,en,0,0,,7
12,1,7,1,http://ac.lk/current,Current status | Lanka Education and Research Network,57,77,http://www.kdu.ac.lk/,,General Sir John Kotelawala Defence University,,Dofollow,,5/10/2020 0:19,8/11/2021 14:43,,en,0,0,,45
12,0,3,0,http://ekpereezd.ru/news-1_1810.html,"??????? - ?????? ??????? Lhos.ru | ?????????? ??????? ?????? lhos.ru. ??? ??? ???????? - ?????? ? ???????? ??????, ???????? ???????, ?????????? ??? ??????????",1903,123,http://kdu.ac.lk/index.php?option=com_k2&view=itemlist&task=user&id=1394,generic viagra viagra online viagra no prescription buy sildenafilviagra pills,viagra sale,purchase viagra onlinepurchase viagra buy viagra cheap viagrabuy cheap viagra,Nofollow,,8/22/2018 3:51,8/9/2021 14:37,,ru,0,0,,82
12,23,7,0,http://pluginu.com/site/kdu.ac.lk,WordPress Plugin Universe - plugin for Wordpress with websites examples,15,15,http://kdu.ac.lk/,Website screenshot:,kdu.ac.lk,,Nofollow,,8/23/2018 6:14,8/11/2021 1:50,,en,0,0,,11
12,0,0,0,http://punsisi.com/,WPJ Pemarathne - Portfolio,4,21,http://ir.kdu.ac.lk/bitstream/handle/345/1690/011.pdf?sequence=1&isAllowed=y,,"Chandrasekara,M.L.N.T. & Pemarathne,W.P.J. (2017, August). Review on Home Automation with Human Behavior, Paper presented at the Changing Dynamics in the Global Environment: Challenges and Opportunities, 10th Annual International Research Conference, General Sir John Kotelawala Defence University.",,Dofollow,,7/23/2021 13:51,8/18/2021 2:28,,,0,0,,9
12,9,6,0,http://topmisterx.hu/index.php?site=profile&id=2&action=guestbook&type=ASC&page=9673,"Topmister X - Szeged: megvárható cip?javítás, kulcsmásolás, élezés, gravírozás - Profil topmisterx",37,149,http://kdu.ac.lk/index.php?option=com_k2&view=itemlist&task=user&id=1393,tadalafilbuy tadalafil online buy tadalafil online online cialiscialis without prescription,generic tadalafil,cialis soft tabscialis 10mg do you need a prescription for,Dofollow,,4/4/2021 14:25,8/16/2021 12:48,,hu,0,0,,75
12,0,0,0,http://www.prasadhgunasinghe.com/,Prasadh Gunasinghe - Portfolio,2,14,http://kdu.ac.lk/,,Kotelawala Defence University,,Dofollow,,5/25/2021 17:16,8/18/2021 13:56,,,0,0,,7
12,0,0,0,https://lasanthagunasinghe.com/,Lasantha Gunasinghe - Portfolio,1,6,http://kdu.ac.lk/,,Kotelawala Defence University,,Dofollow,,7/17/2021 9:03,8/18/2021 15:34,,,0,0,,1
12,0,0,0,https://minoshasanjunee.com/,Sandra Marakkalage Minosha Sanjunee,1,12,http://kdu.ac.lk/,,Kotelawala Defence University,,Dofollow,,5/28/2021 16:46,8/18/2021 5:10,,,0,0,,6
12,0,0,0,https://nuwanh.com/,Nuwan Herath - Portfolio,3,15,http://kdu.ac.lk/,,Kotelawala Defence University,,Dofollow,,6/1/2021 23:17,8/18/2021 19:21,,,0,0,,10
12,4,17,15,https://slfue.org/index.php,Home,42,20,https://www.kdu.ac.lk/,,General Sir John Kotelawala Defence University,,Dofollow,,6/4/2021 3:37,8/18/2021 1:03,,,0,0,,16
12,7,2,0,https://slula.org/index.php/about-us/member-university-libraries,Member University,25,37,http://www.kdu.ac.lk/library,,Kotelawala Defence University,,Dofollow,,12/1/2019 18:31,2/27/2021 23:22,,,0,0,,23
12,0,0,0,https://thusharamadanayaka.com/,Dr Thushara Madanayaka - Portfolio,2,11,http://kdu.ac.lk/,,Kotelawala Defence University,,Dofollow,,5/28/2021 6:28,8/18/2021 17:41,,,0,0,,4
12,0,0,0,https://thusitharodrigo.com/,Dr Thusitha Rodrigo - Portfolio,4,16,http://ir.kdu.ac.lk/handle/345/1110,,Optimal Crew Planning Through Variable Capacity Assignment for Commercial Aircraft Flight Line Maintenance,,Dofollow,,5/28/2021 1:44,6/8/2021 8:03,,,0,0,,5
12,0,0,0,https://tkulathunga.com/,Dr. DDTK Kulathunga - Portfolio,2,15,http://kdu.ac.lk/,,Kotelawala Defence University,,Dofollow,,7/29/2021 16:03,8/17/2021 21:28,,,0,0,,9
12,66,11,1,https://vymaps.com/LK/General-Sir-John-Kotelawala-Defence-University-Hostel-3278715/,"General Sir John Kotelawala Defence University Hostel, Uva",13,9,http://www.kdu.ac.lk/southern_campus,,www.kdu.ac.lk/southern_campus,,Dofollow,,4/4/2020 4:43,7/16/2021 18:22,,,0,1,,3
12,0,0,0,https://wimansha.com/,Major Wimansha Abeyawickrama,2,12,http://kdu.ac.lk/,,Kotelawala Defence University,,Dofollow,,6/3/2021 1:37,8/18/2021 8:26,,,0,0,,6
12,30,10,2,https://www.ac.lk/membership/current,Current Members | Lanka Education and Research Network,54,77,https://www.kdu.ac.lk/,,General Sir John Kotelawala Defence University,,Dofollow,,4/17/2018 1:46,8/16/2021 7:54,,en,0,3,,49
12,0,0,0,https://www.mangalawijesinghe.com/,Mangala Wijesinghe - Web Profile,2,14,http://www.kdu.ac.lk/,,Kotelawala Defence Univercity,,Dofollow,,5/13/2021 15:03,8/18/2021 8:15,,,0,0,,6
12,20,7,0,https://www.tecdud.com/kdu-moodle/,kdu moodle,29,12,https://www.kdu.ac.lk/,,https://www.kdu.ac.lk,,"Nofollow, Content",,3/18/2021 15:03,8/7/2021 7:06,,en,0,0,,6
12,11,6,0,https://www.tecplac.com/kdu-lms/,Kdu Lms,28,12,http://lis.kdu.ac.lk/,,lis.kdu.ac.lk,,"Nofollow, Content",,7/13/2021 2:53,8/5/2021 2:13,,en,0,0,,3
12,11,6,0,https://www.tecupdate.com/kdu-moodle/,Kdu Moodle,29,12,https://www.kdu.ac.lk/,,https://www.kdu.ac.lk,,"Nofollow, Content",,3/15/2021 13:33,7/31/2021 6:34,,en,0,0,,6
11,0,0,0,https://asanthasen.com/,W.A.S.M.A.I. Senevirathna - Portfolio,1,15,http://ir.kdu.ac.lk/bitstream/handle/345/2067/Abstract Book Final Version_56.pdf?sequence=1&isAllowed=y,,The Nexus between Foreign Policy and Internal Crisis of Sri Lanka (1980 to 1990),,Dofollow,,7/2/2021 4:15,8/18/2021 12:35,,,0,0,,5
11,83,14,4,https://military.wikia.org/wiki/General_Sir_John_Kotelawala_Defence_University,General Sir John Kotelawala Defence University | Military Wiki | Fandom,117,42,http://www.kdu.ac.lk/,,Official website,,Nofollow,,5/30/2020 17:19,8/12/2021 7:58,,en,0,24,,11
11,0,0,0,https://rangajeevakduaero.com/,S L M D Rangajeewa - Portfolio,2,20,http://kdu.ac.lk/,,Kotelawala Defence University,,Dofollow,,6/10/2021 12:46,8/17/2021 21:13,,,0,0,,7
11,6,5,0,https://www.investingzz.com/site/ir.kdu.ac.lk/,Ir.kdu.ac.lk,52,11,http://ir.kdu.ac.lk/bitstream/handle/345/1031/com-040.pdf?sequence=1&isAllowed=y,,Go Now,,Dofollow,,6/24/2021 3:03,8/4/2021 9:07,,en,0,0,,1
11,50,9,0,https://www.keyfora.com/search/mlearning-login,mlearning login | Access Manager - University of Michigan,22,11,https://www.kdu.ac.lk/undergraduate-courses/,Undergraduate Courses | KDU,,,Nofollow,,4/12/2021 23:30,7/31/2021 13:14,,en,0,0,,8
11,30,8,0,https://www.safelinkchecker.com/search/logistics-management-degree,logistics management degree | Logistics Management - The Ohio State Un,60,54,https://www.kdu.ac.lk/faculty-of-management-social-sciences-and-finance/courses/bsc-in-logistics-management/,BSc in Logistics Management – Faculty of Management ...,,,Nofollow,,7/24/2021 11:38,7/24/2021 11:38,,en,0,0,,42
10,75,13,0,http://dbpedia-live.openlinksw.com/page/John_Kotelawala,About: John Kotelawala,267,143,http://www.kdu.ac.lk/,,http://www.kdu.ac.lk/,,Nofollow,,7/20/2020 23:33,7/16/2021 1:01,,en,0,0,,29
10,5,5,0,http://gamenoarukurashi.com/?links=125,YouTube,201,55658,http://idp.kdu.ac.lk/,,idp.kdu.ac.lk,,Dofollow,,8/17/2021 4:26,8/17/2021 4:26,,,0,0,,33603
10,0,4,1,http://rangaperera.com/,#NAME?,1,9,http://kdu.ac.lk/,,Kotelawala Defence University,,Dofollow,,6/8/2021 13:51,8/18/2021 15:33,,,0,0,,5
10,52,10,1,http://sfa37.servidoraweb.net/index.php/component/k2/itemlist/user/642412,Book Primary Partners Ages To Book Of Mormon Read | Download / PDF / Audio id:eq4fc23,29,12,http://www.kdu.ac.lk/faculty-of-allied-health-sciences/?option=com_k2&view=itemlist&task=user&id=29298.html,"to Kolob is found in theBookof Abraham, a work ...",The Practical Guide To Lotus For Dos,Store Windows That Sell Vol One Psychological Warfare Against Nazi,Dofollow,,8/20/2018 13:34,5/14/2020 3:36,,es,0,0,,9
10,34,9,0,http://www.elakiri.com/forum/showthread.php?t=1300094,need a big help.... - ElaKiri Community,59,7,http://www.kdu.ac.lk/,,http://www.kdu.ac.lk/,,Dofollow,,7/9/2019 16:08,5/3/2020 1:04,,en,0,0,,7
10,0,0,0,http://www.manushalakmali.com/,Lakmali SMM - Portfolio,8,5,http://kdu.ac.lk/,,Kotelawala Defence University,,Dofollow,,7/2/2021 0:52,8/18/2021 17:21,,,0,0,,1
10,0,0,0,http://www.prabhathmanuranga.com/,Prabhath Manuranga Kekunamullage - Portfolio,5,8,http://kdu.ac.lk/,,Kotelawala Defence University,,Dofollow,,5/25/2021 14:02,8/18/2021 14:21,,,0,0,,4
10,24,7,0,https://bdir.in/b/v/lk/Faculty-of-Graduate-Studies---KDU/NjgyOQ==,"Faculty of Graduate Studies - KDU - 2nd Cross St, Dehiwala-Mount Lavinia, Sri Lanka | BDIR.IN",13,3,http://www.kdu.ac.lk/,,http://www.kdu.ac.lk/,,Nofollow,,3/12/2021 8:19,7/28/2021 10:40,,en,0,0,,2
10,66,11,0,https://cloudflare-ipfs.com/ipfs/QmXoypizjW3WknFiJnKLwHCnL72vedxjQkDDP1mXWo6uco/wiki/List_of_libraries_in_Sri_Lanka.html,List of libraries in Sri Lanka,94,42,http://www.kdu.ac.lk/,,General Sir John Kotelawela Defence University Library,,Dofollow,,4/18/2019 19:16,7/14/2021 11:07,,,0,0,,22
