Total Backlinks,Domain Rating,URL Rating,Referring Domains,Referring Page URL,Referring Page Title,Internal Links Count,External Links Count,Link URL,TextPre,Link Anchor,TextPost,Type,Backlink Status,First Seen,Last Check,Day Lost,Language,Traffic (desc),Keywords,Js rendered,Linked Domains
21,0,3,0,https://loginwithus.com/post/pglms-login,pglms login - official login page,27,13,https://pglms.kln.ac.lk/login/forgot_password.php,,Visit site,,Nofollow,,7/4/2021 4:39,8/15/2021 20:47,,en,0,0,,6
21,88,13,0,https://scholar.google.co.za/citations?user=Nbij8dUAAAAJ&hl=ru,Withana Siripala - Google Scholar Citations,37,6,http://kln.ac.lk/,??????????? ????? ??????????? ????? ? ?????? kln.ac.lk -,??????? ????????,,Nofollow,,11/30/2019 10:55,4/15/2020 14:44,,ru,0,0,,3
21,26,8,0,https://www.freedirectorysite.com/site/kln.com,kln.com - Home - Portal - Ministry of Foreign Affairs,88,10,https://recruit.kln.ac.lk/actempstaff/appli.php,Untitled Document [recruit.kln.ac.lk],,,Nofollow,,4/12/2021 5:02,4/12/2021 5:02,,en,0,0,,8
21,10,6,0,https://www.idcrawl.com/siam-wong,"Siam Wong Instagram, Twitter & Facebook on IDCrawl",102,290,http://repository.kln.ac.lk/bitstream/handle/123456789/11494/141-152.pdf?sequence=1,,Buddhist Relationship between Sri Lanka and Thailand: A ...,,Nofollow,,7/15/2021 14:59,7/31/2021 11:01,,en,0,0,,75
20,0,0,0,http://businessmanagementdegreebanbun.blogspot.com/2015/05/business-management-degree-in-kelaniya.html,Business Management Degree: Business Management Degree In Kelaniya University,124,61,http://www.commerce.kln.ac.lk/mba/images/stories/logo.jpg,,Business Management Degree In Kelaniya University Images,,"Dofollow, Image, Content",,11/20/2017 2:07,8/15/2021 3:34,,en,0,0,,32
20,0,0,0,http://businessmanagementdegreerikazari.blogspot.com/2016/05/business-management-degree-in-kelaniya.html,Business Management Degree: Business Management Degree In Kelaniya University,124,62,http://www.commerce.kln.ac.lk/mba/images/stories/logo.jpg,,Business Management Degree In Kelaniya University Images,,"Dofollow, Image, Content",,11/26/2017 23:35,8/9/2021 6:01,,en,0,0,,33
20,0,0,0,http://businessmanagementdegreezelok.blogspot.com/2015/05/business-management-degree-in-kelaniya.html,Business Management Degree: Business Management Degree In Kelaniya University,124,61,http://www.commerce.kln.ac.lk/mba/images/stories/logo.jpg,,Business Management Degree In Kelaniya University Images,,"Dofollow, Image, Content",,5/17/2016 22:10,8/17/2021 20:22,,en,0,0,,32
20,88,12,0,http://dictionnaire.sensagent.leparisien.fr/List of Nalanda College Colombo alumni/en-en/,List of Nalanda College Colombo alumni : définition de List of Nalanda College Colombo alumni et synonymes de List of Nalanda College Colombo alumni (anglais),179,343,http://www.kln.ac.lk/humanities/department/drama_theater_image_arts/staff/dr.uditha_gayashan_gunasekara.htm,?,Drama Theater & Image art Unit,,Nofollow,,9/19/2019 20:49,5/10/2021 17:56,,fr,0,0,,102
20,45,9,0,http://www4.geometry.net/detail/science/social_sciences_page_no_5.html,Geometry.Net - Science: Social Sciences,38,283,http://www.kln.ac.lk/,94,University Of Kelaniya - Sri Lanka,,Dofollow,,1/5/2021 0:57,8/18/2021 15:38,,,0,0,,55
20,0,2,0,https://login-base.com/student-login/kln-student-login,Kln Student Login - Official Login Page,63,27,http://alpha.kln.ac.lk/main/test/index.php/232-student-portal,,"UOK - Home University of Kelaniya, Sri Lanka.",,Nofollow,,5/13/2021 17:30,6/12/2021 16:57,,en,0,1,,7
20,70,10,0,https://website-review.php5developer.com/da/www/paristamil.com,Hjemmeside bedømmelse | paristamil.com,29,374,http://www.kln.ac.lk/,,???.?????,,Nofollow,,5/27/2020 18:52,2/13/2021 9:03,,da,0,0,,165
20,22,8,1,https://www.freewebsitedirectorylink.com/site/kln.gov.my,"kln.gov.my - Official Portal Ministry of Foreign Affairs, Malaysia - P",84,11,http://www.cdce.kln.ac.lk/,Home | Centre for Distance and Continuing Education ...,,,Nofollow,,5/17/2021 8:51,7/27/2021 17:43,,en,0,0,,5
20,25,16,11,https://www.govdoc.lk/master-of-laws-in-criminal-justice-administration/,"Master of Laws in Criminal Justice Administration - Open University of Sri Lanka - Sri Lankan Government Document - Gazette, Jobs, Exam, Past Papers",91,14,http://fgs.kln.ac.lk/,Online Apply –,fgs.kln.ac.lk,,"Dofollow, Content",,7/15/2021 8:10,8/17/2021 19:05,,en,0,6,,9
19,1,4,0,http://powercampaigner.blogspot.com/2020/06/register-higher-diploma-in-business.html,"Register; Higher Diploma in Business Accounting leading to Bachelor's Degree - University of Kelaniya | Powercampaigner - Email Marketing, SMS Marketing, WhatsAPP Martketing",199,25,http://fcms.kln.ac.lk/dep/doa.new/hdba/,,Register; Higher Diploma in Business Accounting leading to Bachelor's Degree - University of Kelaniya,,"Dofollow, Image, Content",,6/10/2020 23:57,8/4/2021 22:26,,en,0,0,,9
19,61,10,0,https://erasmusu.com/it/erasmus-kln-university-of-kelaniya,"Erasmus KLN, University of Kelaniya, Colombo, Sri Lanka | Erasmusu.com",51,10,http://www.kln.ac.lk/,Pagina web:,http://www.kln.ac.lk/,,Dofollow,,4/7/2018 2:03,3/19/2020 21:32,,it,0,0,,7
19,2,5,0,https://loginarchive.com/k-logins/klips2-uni-kln-login.php,Klips2 Uni Kln Login - Sign in to Your Account,78,6,http://lms.kln.ac.lk/mba/,,Master of Business Administration - lms.kln.ac.lk,,Nofollow,,4/15/2020 3:11,8/9/2021 7:24,,,0,0,,3
19,86,12,0,https://scholar.google.co.il/citations?user=BEGXz8AAAAAJ&hl=zh-CN,Dhammika Deepani Siriwardhana - Google ??????,23,4,http://medicine.kln.ac.lk/depts/dds/staff/permanent-academy-staff/ms-d-deepani.html,? kln.ac.lk ????????? -,??,,Nofollow,,4/19/2020 2:02,4/19/2020 2:02,,,0,0,,3
19,83,12,0,https://scholar.google.si/citations?user=ASvjn0IAAAAJ&hl=ko,A Pathmeswaran - Google ???? ????,60,3,https://medicine.kln.ac.lk/index.php/prof-a-pathmeswaran.html,kln.ac.lk? ??? ??? -,????,,Nofollow,,12/2/2019 12:44,5/10/2020 7:45,,ko,0,0,,3
19,63,11,0,https://site-stats.org/details/extexams-kln-ac-lk-exam-admission/,Extexams kln ac lk exam admission,60,9,http://extexams.kln.ac.lk/admissions.php,,Go URL,,Nofollow,,12/6/2019 12:03,4/21/2020 3:44,,en,0,0,,5
19,16,8,1,https://www.theartfulhomedomain.com/site/kln.ac.lk,"kln.ac.lk - Official Portal Ministry of Foreign Affairs, Malaysia - Po",88,10,https://ithelp.kln.ac.lk/,IT Helpdesk UoK - ac,,,Nofollow,,6/26/2021 8:11,7/28/2021 22:25,,en,0,0,,4
18,0,9,5,http://elocutioncolombo.com/,ElocutionColombo.com - Nadishka's Speech and Drama Classes,17,21,http://www.kln.ac.lk/humanities/department/linguistics/html/homepage.html,"BA (1st class Hons.),",MA,"(Linguistics), FTCL , FLCM ,","Dofollow, Content",,3/20/2017 10:38,8/18/2021 10:37,,,0,0,,15
18,57,10,1,http://linkdata.org/work/rdf1s126i/Sri_Lanka_Main_Universities.html?key=,Sri_Lanka_Main_Universities | Main Universities Of Sri Lanka?Open data sharing & Download?LinkData,27,24,http://www.kln.ac.lk/,,http://www.kln.ac.lk/,,Dofollow,,9/18/2015 11:12,8/4/2021 13:59,,,0,0,,12
18,33,9,1,http://www.654328.com/webdir/category/216-1.html,???? - ???? - ?????,89,33,http://www.kln.ac.lk/,,www.kln.ac.lk,-2040,Dofollow,,8/11/2021 16:58,8/11/2021 16:58,,,0,0,,18
18,36,8,0,http://www.raptorfind.com/page/en/Sinhalese_people,Sinhalese People,367,206,http://repository.kln.ac.lk/handle/123456789/11590,"Sugunaseela Thero, Yakkaduwe; Dhammissara Thero, Niwandama (2015).","""The Ethical Value of Great Chronicle (Mah?v?sa), the Prime, Heritable and Historical Record of Asians""",.University of Kelaniya.,Dofollow,,9/17/2020 23:02,7/2/2021 16:10,,en,0,0,,59
18,72,12,0,https://scholar.google.jp/citations?user=bKFGo2oAAAAJ&hl=en,?Mangala Katugampola? - ?Google Scholar?,29,9,http://www.kln.ac.lk/,Verified email at kln.ac.lk -,Homepage,,Nofollow,,8/10/2019 6:45,7/16/2021 19:37,,en,0,0,,4
18,0,0,0,https://slutou.lk/index.php/12-articles?start=0,Articles,72,197,http://www.kln.ac.lk/,,University of Kelaniya,,Dofollow,,3/24/2021 4:42,5/26/2021 0:00,,en,0,0,,65
18,0,15,4,https://sthrii.blogspot.com/2019/01/blog-post_20.html,???????: ??????? ????????? ???????? ?????????,13,9,http://ss.kln.ac.lk/depts/maco/,,,,"Dofollow, Image",,2/23/2019 11:24,8/8/2021 19:22,,si,0,0,,5
18,0,2,0,https://tamilads.net/details.php?link=1286,TamilAds Links Directory,4,4,http://www.kln.ac.lk/,,http://www.kln.ac.lk »,,Dofollow,,6/23/2020 4:37,8/17/2021 18:18,,,0,0,,2
18,36,8,0,https://www.freekeyworddifficultytool.com/find/jpg-postme,jpg postme | Postimages — free image hosting / image upload,20,12,http://repository.kln.ac.lk/xmlui/bitstream/handle/123456789/8671/23-30.pdf,Convert JPG to PDF online - convert-jpg-to-pdf,,,Nofollow,,12/23/2020 19:00,2/19/2021 8:19,,en,0,0,,8
18,6,5,0,https://www.investingzz.com/site/repository.kln.ac.lk/,Repository.kln.ac.lk,54,16,http://repository.kln.ac.lk/bitstream/handle/123456789/10594/344-355.pdf?sequence=3&isAllowed=y,,Go Now,,Dofollow,,8/11/2021 15:51,8/11/2021 15:51,,en,0,0,,1
18,31,8,0,https://www.keywordresearchinc.com/find/distance-learning-center-sri-lanka,distance learning center sri lanka | Distance Learning Center - DLC Sr,21,10,http://www.cdce.kln.ac.lk/,Home | Centre for Distance and Continuing Education ...,,,Nofollow,,12/7/2020 4:44,1/14/2021 20:05,,en,0,0,,8
18,53,18,16,https://www.languagecourse.net/university-guru/de/universitaeten--sri-lanka,Alle 13 Universitäten in Sri Lanka | Rankings und Bewertungen 2021,34,33,https://www.kln.ac.lk/,,Website - Universität,,Dofollow,,5/21/2021 15:34,8/18/2021 12:52,,de,0,0,,22
18,16,7,0,https://www.newsbacklinks.com/site/kln.gov.my,kln.gov.my - KLN Family Brands,84,8,http://www.cdce.kln.ac.lk/,Home | Centre for Distance and Continuing Education ...,,,Nofollow,,8/2/2021 14:41,8/2/2021 14:41,,en,0,0,,5
18,26,7,0,https://www.urlbacklinks.com/site/kln.com,"kln.com - Official Portal Ministry of Foreign Affairs, Malaysia - Port",87,11,https://ithelp.kln.ac.lk/,IT Helpdesk UoK - ac,,,Nofollow,,7/18/2021 2:18,7/18/2021 2:18,,en,0,0,,5
17,76,11,0,http://www.geocities.ws/pubuducg/universities.html,Sri Lankan history,3,89,http://www.kln.ac.lk/,,University of Kelaniya,,Dofollow,,10/22/2018 16:41,3/14/2020 15:18,,en,0,0,,16
17,25,7,0,https://ahmspro.com/k-logins/kln-login.php,kln ?? Log Masuk,79,13,http://lms.kln.ac.lk/doa/,,Department of Accountancy - lms.kln.ac.lk,,"Nofollow, Content",,8/1/2020 0:57,8/10/2021 5:43,,,0,0,,7
17,5,6,0,https://health-medical.info/public-health-ordinance-chapter-12-no-4/,Public Health Ordinance Chapter 12 No 4,75,55,https://medicine.kln.ac.lk/depts/publichealth/Fixed_Learning/PHI manual/PHI New Documents Including full PHI Manual $ Office Documents/PHI Manual Full/06 Chapter 4 - PUBLIC HEALTH LEGISLATION (159-186).pdf,,https://medicine.kln.ac.lk/depts/publichealth/Fixed_Learning/PHI%20manual/PHI%20New%20Documents%20Including%20full%20PHI%20Manual%20$%20Office%20Documents/PHI%20Manual%20Full/06%20Chapter%204%20-%20PUBLIC%20HEALTH%20LEGISLATION%20(159-186).pdf,,Nofollow,,6/12/2021 8:45,8/13/2021 23:06,,en,0,0,,49
17,3,5,0,https://pipiwiki.com/wiki/University_of_Kelaniya,University of Kelaniya - PiPiWiki,57,4,http://medicine.kln.ac.lk/,,"""The Faculty of Medicine of the University of Kelaniya""",. University of Kelaniya,Nofollow,,7/6/2021 19:30,7/31/2021 23:44,,,0,0,,1
17,25,8,0,https://www.5dollarsite.com/search/aclk-computer,aclk computer | ACL Computers Company Page,37,11,https://ict.kln.ac.lk/,Home [ict.kln.ac.lk],,,Nofollow,,2/17/2021 11:39,2/17/2021 11:39,,en,0,0,,9
17,10,7,1,https://www.bestkeywordtools.com/search/kln,"kln | Official Portal Ministry of Foreign Affairs, Malaysia - Portal",35,10,https://ithelp.kln.ac.lk/,IT Helpdesk UoK - ac,,,Nofollow,,7/7/2021 8:03,8/13/2021 13:33,,en,0,0,,4
17,27,8,0,https://www.directorysiteslist.com/search/n-kln,"n kln | Official Portal Ministry of Foreign Affairs, Malaysia - Portal",37,10,https://kln.ac.lk/,University of Kelaniya - University of Kelaniya,,,Nofollow,,9/19/2020 8:44,1/13/2021 22:25,,en,0,0,,7
17,37,9,1,https://www.keyworddifficultycheck.com/site/iccms.edu,iccms.edu - ICCMS - Home,86,10,http://iccms.kln.ac.lk/,ICCMS - Home,,,Nofollow,,1/2/2021 19:00,7/20/2021 3:11,,en,0,0,,7
17,31,8,0,https://www.sitesinformation.com/site/cdce.com,cdce.com - CDCE| University of Peradeniya,99,11,http://cdce.kln.ac.lk/applications.php,New Applications | Centre for Distance and Continuing ...,,,Nofollow,,3/17/2021 14:34,3/17/2021 14:34,,en,0,0,,7
16,1,7,1,http://ac.lk/current,Current status | Lanka Education and Research Network,57,77,http://www.kln.ac.lk/,,University of Kelaniya,,Dofollow,,5/10/2020 0:19,8/11/2021 14:43,,en,0,0,,45
16,31,8,0,http://en.turkcewiki.org/wiki/University_of_Kelaniya,University of Kelaniya - Turkcewiki.org,218,16,http://library.kln.ac.lk/,,"""The University Library, University of Kelaniya""",.,Nofollow,,6/9/2020 17:06,7/28/2021 10:08,,en,0,0,,8
16,66,10,0,http://endangeredlanguages.com/lang/3398/bibliography,Endangered Languages Project - Veddah - Bibliography,36,22,http://repository.kln.ac.lk/handle/123456789/9352,of the First International Conference on Linguistics in Sri Lanka,http://repository.kln.ac.lk/handle/123456789/9352,,"Dofollow, Content",,6/7/2021 18:09,8/18/2021 19:16,,en,0,0,,13
16,0,17,5,http://heluwa.blogspot.com/,?????? ?? ????!,16,15,http://kln.ac.lk/,?? ?? ?????? ????? MIT -,UOK,??? 27 - 28 ????? OpenOffice ?????? ??? ?? ??????,Dofollow,,7/15/2021 14:50,8/17/2021 23:35,,,0,0,,6
16,0,0,0,http://manojpeiris.blogspot.com/,"Manoj Peiris, Student, Department of Accountancy, University of Kelaniya",6,7,http://www.kln.ac.lk/,,University of Kelaniya,,"Dofollow, Content",,6/28/2021 0:54,8/17/2021 22:17,,en,0,0,,3
16,0,16,11,http://vanbloa.blogspot.com/,???????,16,61,http://www.kln.ac.lk/Affiliated/,,????????????,,Dofollow,,7/26/2021 2:31,8/18/2021 5:02,,my,0,0,,19
16,5,6,0,http://www.artscouncil.lk/upul-jayantha-ranepura/,Upul Jayantha Ranepura | Arts Council : Arts Council,25,2,https://hu.kln.ac.lk/depts/image_art_drama/index.php/component/sppagebuilder/,More about,Upul Jayantha Ranepura,,"Dofollow, Content",,6/4/2021 14:04,7/31/2021 23:03,,en,0,0,,1
16,27,8,0,http://www.naqda.gov.lk/important-links/,home | NAQDA,19,34,http://www.kln.ac.lk/,University of Kelaniya -,www.kln.ac.lk,,Dofollow,,1/22/2017 6:40,8/15/2021 19:38,,,0,0,,24
16,59,11,2,http://www.theglobe.net/the_worlds_most_visited_web_pages_282.html,The Globe - The world's most visited web pages,12,1583,http://www.kln.ac.lk/,,282652. kln.ac.lk,,Dofollow,,11/26/2017 12:19,8/15/2021 8:26,,,0,0,,1076
16,9,6,0,https://edu-listing.com/reviews/4302.html,University of Kelaniya | Ranking & Review,46,14,http://www.kln.ac.lk/,,University of Kelaniya's Official Logo/Seal,,"Dofollow, Image",,11/22/2020 7:35,8/3/2021 13:37,,,0,0,,8
16,26,7,0,https://en.wikipediam.org/wiki/Gampaha,Gampaha - Wikipediam.org,179,25,http://www.kln.ac.lk/institutes/wickramarachchi/introduction.htm,"College AKA The Gampaha Wickramarachchi Ayurveda Institute"" . Archived from",the original,on 13 September 2011.,Nofollow,,6/11/2020 16:26,8/17/2021 6:07,,en,0,0,,15
16,0,2,0,https://loginwithyou.com/post/klu-mail-login,klu mail login,37,12,https://ict.kln.ac.lk/index.php/services/students/kms,,Kelani Mail (Student),,Nofollow,,7/15/2021 2:10,7/31/2021 23:59,,en,0,0,,6
16,87,12,0,https://scholar.google.cl/citations?user=osiqHt0AAAAJ&hl=es,?Professor Sudath R D Kalingamudali? - ?Google Académico?,32,5,http://www.kln.ac.lk/science/depts/physics/staff/academic-staff/17,Dirección de correo verificada de kln.ac.lk -,Página principal,,Nofollow,,3/20/2020 5:43,11/13/2020 21:55,,es,0,0,,3
16,26,7,0,https://scholar.google.pk/citations?user=azVK2G8AAAAJ&hl=en,?Prof. P.A.D.H.N. Gunathilaka? - ?Google Scholar?,40,27,http://www.kln.ac.lk/medicine/depts/parasitology/dr-nayana-gunathilaka.html,Verified email at kln.ac.lk -,Homepage,,Nofollow,,10/6/2020 8:03,8/18/2021 2:08,,en,0,0,,4
16,66,11,1,https://vymaps.com/LK/University-of-Kelaniya-Playground-61390/,"University of Kelaniya Playground, Western (+94 112 903 903)",15,10,http://www.kln.ac.lk/,,www.kln.ac.lk,,Dofollow,,3/18/2020 10:10,7/11/2021 9:58,,en,0,0,,3
16,30,10,2,https://www.ac.lk/membership/current,Current Members | Lanka Education and Research Network,54,77,http://www.kln.ac.lk/,,University of Kelaniya,,Dofollow,,11/1/2017 11:36,8/16/2021 7:54,,en,0,3,,49
16,94,22,148,https://www.blogger.com/profile/07232267742421671069,Blogger: Profil d'utilisateur : ????(swan),13,132,http://www.kln.ac.lk/,,University of Kelaniya,,Dofollow,,5/20/2020 19:51,7/31/2021 14:29,,fr,0,0,,106
16,25,8,1,https://www.evalforward.org/discussions/what-about-stakeholders-evaluation-social-protection-programs,What about stakeholders? Evaluation of social protection programs. | Eval Forward,26,12,http://repository.kln.ac.lk/xmlui/bitstream/handle/123456789/5305/MK Nadeeka-43-64.pdf?sequence=1,,http://repository.kln.ac.lk/xmlui/bitstream/handle/123456789/5305/MK%20Nadeeka-43-64.pdf?sequence=1,,Dofollow,,12/29/2019 6:07,8/11/2021 13:14,,en,0,0,,8
16,30,8,0,https://www.linkspropeller.com/find/nelcon-studio,nelcon studio | NeLCon Studio,22,8,http://nelrc.kln.ac.lk/index.php?view=page&id=33,Home [nelrc.kln.ac.lk],,,Nofollow,,1/5/2021 17:34,3/11/2021 23:58,,en,0,0,,5
16,53,10,1,https://www.math.ruh.ac.lk/maths2/academic_staff_profile.php?id=sthilake,Department of Mathematics,25,6,https://www.kln.ac.lk/,B.Sc,University of Kelaniya,,Dofollow,,11/22/2020 10:46,8/12/2021 11:03,,,0,0,,6
16,51,10,1,https://www.websiteperu.com/search/dssia,"dssia | le,Ksh úYajúoHd,h Y%S ,xldj",30,2,https://aptitude.kln.ac.lk/assets/files/Sinhala.pdf,"le,Ksh úYajúoHd,h Y%S ,xldj",,,"Nofollow, Content",,6/18/2021 2:37,8/8/2021 16:42,,en,0,0,,2
15,8,6,0,http://mickopedia.org/mickify?topic=Acid_attack,Acid attack - Wikipedia,705,439,http://www.kln.ac.lk/medicine/depts/forensic/images/stories/ques_1/chemical_assaults_worldwide.pdf,. 6 February 2017. Archived from,the original,,Nofollow,,6/27/2020 23:23,5/29/2021 16:37,,en,0,0,,156
15,0,0,0,https://go-logins.com/post/th-kln-login,th kln login,37,13,https://ict.kln.ac.lk/index.php/cal,,How to login CAL - ict.kln.ac.lk,,Nofollow,,8/18/2021 17:09,8/18/2021 17:09,,en,0,0,,7
15,61,11,1,https://infogalactic.com/info/University_of_Kelaniya,University of Kelaniya - Infogalactic: the planetary knowledge core,164,16,http://www.kln.ac.lk/,,Official website,,Nofollow,,4/21/2017 2:36,7/31/2021 2:35,,en,0,0,,4
15,0,0,0,https://ukposts.net/university-of-kelaniya-exam-results/,University Of Kelaniya Exam Results Uk,75,45,http://cdce.kln.ac.lk/results.php,› Url: http://cdce.kln.ac.lk/results.php,Go Now,,Nofollow,,7/24/2021 2:11,8/13/2021 14:40,,en,0,0,,21
15,9,6,0,https://wikicore.net/wiki/Relativism,????,798,119,http://repository.kln.ac.lk/jspui/bitstream/123456789/5923/1/109.pdf,,"""??? ????""",,Nofollow,,5/23/2021 4:44,8/16/2021 22:31,,ko,0,0,,43
15,10,5,0,https://www.best-online-courses.com/site-courses/ict.kln.ac.lk/,Ict.kln.ac.lk,52,11,https://ict.kln.ac.lk/images/download/ITStrategy.pdf,,Go Now,,Dofollow,,5/29/2021 11:49,6/21/2021 3:45,,en,0,0,,1
15,23,7,0,https://www.checkipdomain.com/site/uok.ac.ir,uok.ac.ir - University of Kelaniya - Sri Lanka,92,12,https://www.kln.ac.lk/,University of Kelaniya - Sri Lanka,,,Nofollow,,3/15/2021 6:08,7/31/2021 21:46,,en,0,0,,7
14,3,5,0,http://aagiyakatha.blogspot.com/2010/12/photoman.html,???? ???: ??????? Photoman ???,160,345,http://www.kln.ac.lk/humanities/department/drama_theater_image_arts/imat home/imat-home.html,?????? ???. ???? ????? ?? campus ???? ???? ????? ????,IMAT [Image Art] ????? ???? ??? ???? ??? ??? subject ????,??????? ?????? ????????. ?? IMAT ??? ????????? ? subject ??,"Dofollow, Content",,5/24/2016 18:12,8/3/2021 1:46,,si,0,0,,160
14,28,8,0,http://efcnetworkondisability.employers.lk/wp/category/rights-of-persons-with-disabilities/page/9/,Rights of Persons with Disabilities | The Employers' Federation of Ceylon Specialised Training & Disability Resource Centre | Page 9,54,3,http://www.kln.ac.lk/?p=28017,,Accessibility – University of Kelaniya,,Dofollow,,7/4/2021 16:07,7/30/2021 16:43,,en,0,0,,2
14,5,5,0,http://gamenoarukurashi.com/?links=141,YouTube,201,54639,http://ss.kln.ac.lk/,,ss.kln.ac.lk,,Dofollow,,8/17/2021 5:08,8/17/2021 5:08,,,0,0,,32639
14,0,3,0,http://mscsrilanka.blogspot.com/2010/03/masterpostgraduate-diploma-in-human.html,Higher study programs : Sri Lanka: Master/Postgraduate Diploma in Human Resource Management -University of kalaniya|postgraduates Degree Programs-Sri Lanka,94,22,http://www.kln.ac.lk/fcms/web/hrm/PGDHR.htm,,HRM Web Site,,"Dofollow, Content",,5/10/2016 20:22,7/29/2021 10:18,,en,0,0,,14
14,30,8,0,http://www.unapcaem.org/bbs/post.asp?method=ReplyQuote&REPLY_ID=2229&TOPIC_ID=1913&FORUM_ID=42,ESCAP-CSAM Forums,12,15,http://www.kln.ac.lk/socialsciences/web/ICSS2013/,,http://www.kln.ac.lk/socialsciences/web/ICSS2013/,,Dofollow,,2/23/2017 6:11,3/25/2021 21:05,,,0,0,,12
14,37,8,0,https://demo.azizisearch.com/starter/google/ar/wikipedia/page/Relativism,???? ??? ????? ????,807,82,http://repository.kln.ac.lk/jspui/bitstream/123456789/5923/1/109.pdf,,"""Constructive Relativism""",,Nofollow,,7/29/2021 14:06,7/29/2021 14:06,,en,0,0,,36
14,31,8,0,https://similars.net/alternatives-to/kln.ac.lk,30 Similar Sites Like Kln.ac.lk,63,69,http://kln.ac.lk/,KLN.AC.LK,Open kln.ac.lk,,"Nofollow, Image",,9/30/2020 0:20,9/30/2020 0:20,,en,0,0,,37
14,93,20,15,https://sites.google.com/site/lsiliyanage/,"Laalitha S. I. Liyanage, Ph.D.",20,39,http://www.fct.kln.ac.lk/,completion of my postdoctoral appointment I was recruited to the,Faculty of Computing and Technology,"in the University of Kelaniya, Sri Lanka as a senior",Nofollow,,5/4/2017 21:31,7/6/2021 10:15,,,0,0,,13
14,36,8,0,https://www.cordylink.com/site/kln.gov.my,kln.gov.my - Home - Portal - Ministry of Foreign Affairs,82,4,http://www.extexams.kln.ac.lk/,Home | Centre for Distance and Continuing Education ...,,,Nofollow,,6/5/2021 21:49,8/11/2021 12:35,,en,0,0,,3
14,29,9,1,https://www.eigolink.net/find/camscanner-online-login,camscanner online login | CamScanner,17,10,https://pg.fcms.kln.ac.lk/fcms_sis/e_login.php,Students Information System - Faculty of Commerce and ...,,,Nofollow,,7/27/2021 13:03,7/27/2021 13:03,,en,0,0,,7
14,79,13,2,https://www.ifla.org/node/10245,IFLA -- IFLA Secretary General’s Visit to Sri Lanka,89,21,http://www.kln.ac.lk/,the Palm-Leaf Manuscript Study and Research Library (PLMSRL) of the,University of Kelaniya,and the Department of Library and Information Science (LIS) of,"Dofollow, Content",,3/29/2017 3:20,6/10/2021 5:41,,en,0,0,,11
14,30,9,1,https://www.keywordsandjargon.com/site/kln.ac.lk,"kln.ac.lk - Official Portal Ministry of Foreign Affairs, Malaysia - Po",88,10,https://ithelp.kln.ac.lk/,IT Helpdesk UoK - ac,,,Nofollow,,7/29/2021 7:00,8/12/2021 18:44,,en,0,0,,4
13,92,14,1,http://feeds.feedburner.com/UoK-News,NEWS – University of Kelaniya,0,13,http://www.kln.ac.lk/,,,,"Dofollow, Rss, Content",,11/1/2014 8:00,8/12/2021 6:18,,,0,0,,1
13,0,0,0,http://staffslogin.com/signup/Hdba,Hdba,59,10,http://lms.kln.ac.lk/hdba/,,Higher Diploma in Business Accounting,,"Nofollow, Image, Content",,7/23/2021 4:33,8/14/2021 2:20,,en,0,0,,6
13,0,0,0,http://yamm.finance/wiki/Ranil_Wickremesinghe.html,Ranil Wickremesinghe,767,225,http://www.kln.ac.lk/humanities/Maithree Wickramasinghe.html,,"Maithree Wickremesinghe, Faculty of Humanities/Department of English, University Of Kelaniya",Archived,Dofollow,,7/28/2021 23:12,8/16/2021 8:20,,,0,0,,63
13,26,8,0,https://loginhubs.com/kln-login/?posturl=103816,Kln Login - Sign in to Your Account,36,21,http://iccms.kln.ac.lk/academic/academic_i/login,,iccms.kln.ac.lk,,"Nofollow, Content",,7/24/2021 5:06,8/7/2021 16:42,,en,0,0,,12
13,30,8,0,https://www.addbloglink.com/seeking/mssos,"mssos | le,Ksh úYajúoHd,h Y%S ,xldj",32,4,https://aptitude.kln.ac.lk/assets/files/Sinhala.pdf,"le,Ksh úYajúoHd,h Y%S ,xldj",,,"Nofollow, Content",,7/27/2021 15:41,7/27/2021 15:41,,en,0,0,,4
13,32,8,0,https://www.anonymousite.com/site/uok.edu.pk,uok.edu.pk - University of Karachi : Welcome,127,14,https://www.kln.ac.lk/,University of Kelaniya - University of Kelaniya - Sri Lanka,,,Nofollow,,4/17/2021 19:27,4/17/2021 19:27,,en,0,0,,5
13,62,12,3,https://www.businessperspectives.org/journals/investment-management-and-financial-innovations/issue-259/government-subsidy-strategic-profitability-and-its-impact-on-financial-performance-empirical-evidence-from-indonesia,"Business Perspectives - Government subsidy, strategic profitability and its impact on financial performance: empirical evidence from Indonesia",43,67,http://repository.kln.ac.lk/bitstream/handle/123456789/10553/90-103.pdf?sequence=3&isAllowed=y,,"Pratheepkanth, P., (2011). Capital Structure and Financial Performance: Evidence from Selected Business Companies in Colombo Stock Exchange Sri Lanka. Journal of Arts, Science & Commerce, 1(2), 171-183.",,Dofollow,,1/22/2019 22:41,8/15/2021 6:26,,en,0,0,,31
13,1,4,0,https://www.health-lifestyle.info/family-health-bureau-sri-lanka/,Family Health Bureau Sri Lanka,58,33,https://medicine.kln.ac.lk/depts/publichealth/Fixed_Learning/clearkship/3.PHM/maternal_care_package_a_guide_to_field_healthcare_workers_english.pdf,› Url: https://medicine.kln.ac.lk/depts/publichealth/Fixed_Learning/clearkship/3.PHM/maternal_care_package_a_guide_to_field_healthcare_workers_english.pdf,Go Now,,Nofollow,,7/31/2021 16:55,7/31/2021 16:55,,en,0,0,,18
